date,medicine_name,category,past_7_day_sales,past_30_day_avg_sales,current_stock,days_to_expiry,price_per_unit,daily_sales_real
2014-10-17,,Year,11967,60420,8955,115,129,2014.0
2014-10-18,,Year,11695,60420,8762,204,273,2014.0
2014-10-19,,Year,14187,60420,17544,179,276,2014.0
2014-10-20,,Year,13133,60420,8230,344,147,2014.0
2014-10-21,,Year,12285,60420,11265,241,16,2014.0
2014-10-22,,Year,16697,60420,10483,17,237,2014.0
2014-10-23,,Year,11328,60420,14361,354,349,2014.0
2014-10-24,,Year,13085,60420,17207,64,173,2014.0
2014-10-25,,Year,16418,60420,9991,179,41,2014.0
2014-10-26,,Year,13995,60420,19923,396,307,2014.0
2014-10-27,,Year,11971,60420,8383,55,115,2014.0
2014-10-28,,Year,14243,60420,18609,349,217,2014.0
2014-10-29,,Year,14188,60420,20517,114,154,2014.0
2014-10-30,,Year,12059,60420,8070,328,16,2014.0
2014-10-31,,Year,16711,60420,8789,11,21,2014.0
2014-11-01,,Year,14231,60420,9941,240,255,2014.0
2014-11-02,,Year,16542,60420,13766,97,133,2014.0
2014-11-03,,Year,16836,60420,13343,212,150,2014.0
2014-11-04,,Year,14147,60420,7938,296,254,2014.0
2014-11-05,,Year,15248,60420,14935,340,276,2014.0
2014-11-06,,Year,15901,60420,11288,145,59,2014.0
2014-11-07,,Year,11896,60420,8104,262,344,2014.0
2014-11-08,,Year,14578,60420,11224,164,43,2014.0
2014-11-09,,Year,13498,60420,11625,30,176,2014.0
2014-11-10,,Year,11980,60420,10777,296,275,2014.0
2014-11-11,,Year,13829,60420,8472,184,23,2014.0
2014-11-12,,Year,16767,60420,13538,350,322,2014.0
2014-11-13,,Year,14540,60420,16628,99,311,2014.0
2014-11-14,,Year,13637,60420,12399,284,54,2014.0
2014-11-15,,Year,11343,60420,15190,295,157,2014.0
2014-11-16,,Year,15105,60420,14166,392,305,2014.0
2014-11-17,,Year,12566,60420,8423,164,48,2014.0
2014-11-18,,Year,13981,60420,11642,91,165,2014.0
2014-11-19,,Year,12780,60420,8064,78,177,2014.0
2014-11-20,,Year,15046,60420,7684,318,220,2014.0
2014-11-21,,Year,12865,60420,10515,268,94,2014.0
2014-11-22,,Year,12452,60420,7898,194,330,2014.0
2014-11-23,,Year,16479,60420,17190,372,129,2014.0
2014-11-24,,Year,12201,60420,13101,274,39,2014.0
2014-11-25,,Year,12808,60420,14260,270,148,2014.0
2014-11-26,,Year,11582,60420,10117,222,68,2014.0
2014-11-27,,Year,12705,60420,10641,57,199,2014.0
2014-11-28,,Year,14242,60420,12256,377,275,2014.0
2014-11-29,,Year,11768,60420,14174,178,32,2014.0
2014-11-30,,Year,12689,60420,13694,208,340,2014.0
2014-12-01,,Year,12934,60420,10272,37,145,2014.0
2014-12-02,,Year,12757,60420,10034,170,327,2014.0
2014-12-03,,Year,13547,60420,13437,135,283,2014.0
2014-12-04,,Year,13686,60420,17668,264,207,2014.0
2014-12-05,,Year,15663,60420,10301,361,28,2014.0
2014-12-06,,Year,15516,60420,19983,310,103,2014.0
2014-12-07,,Year,14787,60420,17630,150,15,2014.0
2014-12-08,,Year,14837,60420,17418,285,316,2014.0
2014-12-09,,Year,14743,60420,8566,227,344,2014.0
2014-12-10,,Year,15033,60420,21689,12,208,2014.0
2014-12-11,,Year,14056,60420,9785,184,322,2014.0
2014-12-12,,Year,13283,60420,19374,258,232,2014.0
2014-12-13,,Year,11466,60420,12251,44,236,2014.0
2014-12-14,,Year,12393,60420,16661,375,309,2014.0
2014-12-15,,Year,12051,60420,8178,38,77,2014.0
2014-12-16,,Year,14746,60420,9882,41,33,2014.0
2014-12-17,,Year,12299,60420,9391,27,220,2014.0
2014-12-18,,Year,13289,60420,12664,363,308,2014.0
2014-12-19,,Year,15224,60420,11196,201,167,2014.0
2014-12-20,,Year,15149,60420,16070,187,72,2014.0
2014-12-21,,Year,16867,60420,20998,152,343,2014.0
2014-12-22,,Year,12180,60420,11452,103,244,2014.0
2014-12-23,,Year,16043,60420,21471,252,220,2014.0
2014-12-24,,Year,15901,60420,8999,105,223,2014.0
2014-12-25,,Year,15264,60420,7882,185,113,2014.0
2014-12-26,,Year,13829,60420,13805,282,128,2014.0
2014-12-27,,Year,13797,60420,15280,291,262,2014.0
2014-12-28,,Year,12462,60420,14446,251,198,2014.0
2014-12-29,,Year,13657,60420,11898,105,225,2014.0
2014-12-30,,Year,13905,60420,18416,331,61,2014.0
2014-12-31,,Year,12694,60420,18950,80,299,2014.0
2015-01-01,,Year,13689,60450,13318,222,190,2015.0
2015-01-02,,Year,15545,60450,20332,381,155,2015.0
2015-01-03,,Year,13935,60450,14213,244,195,2015.0
2015-01-04,,Year,14516,60450,11518,353,323,2015.0
2015-01-05,,Year,11693,60450,6142,322,297,2015.0
2015-01-06,,Year,16027,60450,21476,252,36,2015.0
2015-01-07,,Year,15163,60450,14024,305,303,2015.0
2015-01-08,,Year,12780,60450,13888,306,199,2015.0
2015-01-09,,Year,13084,60450,18007,81,339,2015.0
2015-01-10,,Year,15839,60450,15151,44,300,2015.0
2015-01-11,,Year,11921,60450,7983,37,58,2015.0
2015-01-12,,Year,12675,60450,18536,287,265,2015.0
2015-01-13,,Year,16222,60450,18588,74,293,2015.0
2015-01-14,,Year,14374,60450,15355,46,125,2015.0
2015-01-15,,Year,13660,60450,16215,400,87,2015.0
2015-01-16,,Year,12013,60450,17263,201,126,2015.0
2015-01-17,,Year,11571,60450,12940,380,40,2015.0
2015-01-18,,Year,16255,60450,11784,14,347,2015.0
2015-01-19,,Year,13595,60450,19546,113,347,2015.0
2015-01-20,,Year,15048,60450,9612,348,96,2015.0
2015-01-21,,Year,14758,60450,14484,339,288,2015.0
2015-01-22,,Year,14040,60450,11397,244,81,2015.0
2015-01-23,,Year,14546,60450,14885,126,45,2015.0
2015-01-24,,Year,14835,60450,11983,50,65,2015.0
2015-01-25,,Year,12065,60450,16173,72,317,2015.0
2015-01-26,,Year,13308,60450,13245,229,231,2015.0
2015-01-27,,Year,16177,60450,24075,332,189,2015.0
2015-01-28,,Year,12654,60450,12896,390,179,2015.0
2015-01-29,,Year,13056,60450,16375,205,339,2015.0
2015-01-30,,Year,15742,60450,15162,340,89,2015.0
2015-01-31,,Year,16272,60450,8424,86,68,2015.0
2015-02-01,,Year,13072,60450,7731,45,95,2015.0
2015-02-02,,Year,16009,60450,8760,118,61,2015.0
2015-02-03,,Year,12169,60450,14769,127,290,2015.0
2015-02-04,,Year,12727,60450,10524,160,39,2015.0
2015-02-05,,Year,16652,60450,21450,105,126,2015.0
2015-02-06,,Year,16527,60450,13635,105,28,2015.0
2015-02-07,,Year,15829,60450,11587,241,100,2015.0
2015-02-08,,Year,14910,60450,19790,35,189,2015.0
2015-02-09,,Year,15884,60450,19987,191,324,2015.0
2015-02-10,,Year,14170,60450,17407,96,77,2015.0
2015-02-11,,Year,13476,60450,16122,278,77,2015.0
2015-02-12,,Year,11518,60450,10240,72,242,2015.0
2015-02-13,,Year,13455,60450,17710,149,36,2015.0
2015-02-14,,Year,11733,60450,14542,135,199,2015.0
2015-02-15,,Year,11409,60450,15892,142,23,2015.0
2015-02-16,,Year,12491,60450,16396,202,77,2015.0
2015-02-17,,Year,14748,60450,9834,372,249,2015.0
2015-02-18,,Year,14291,60450,11854,218,198,2015.0
2015-02-19,,Year,15624,60450,15016,282,73,2015.0
2015-02-20,,Year,11484,60450,15116,65,233,2015.0
2015-02-21,,Year,13638,60450,17520,328,261,2015.0
2015-02-22,,Year,14931,60450,20199,347,181,2015.0
2015-02-23,,Year,13654,60450,11425,147,251,2015.0
2015-02-24,,Year,11759,60450,10611,395,59,2015.0
2015-02-25,,Year,16311,60450,18783,238,304,2015.0
2015-02-26,,Year,15096,60450,10991,165,335,2015.0
2015-02-27,,Year,11661,60450,9095,284,45,2015.0
2015-02-28,,Year,16484,60450,24256,178,249,2015.0
2015-03-01,,Year,13987,60450,18813,309,66,2015.0
2015-03-02,,Year,11860,60450,8630,41,268,2015.0
2015-03-03,,Year,13756,60450,13420,171,338,2015.0
2015-03-04,,Year,15115,60450,9687,96,265,2015.0
2015-03-05,,Year,15714,60450,14203,12,134,2015.0
2015-03-06,,Year,13012,60450,11009,339,260,2015.0
2015-03-07,,Year,11786,60450,12878,151,326,2015.0
2015-03-08,,Year,13025,60450,17242,53,210,2015.0
2015-03-09,,Year,16892,60450,19622,185,76,2015.0
2015-03-10,,Year,13757,60450,14865,223,122,2015.0
2015-03-11,,Year,11435,60450,14458,337,127,2015.0
2015-03-12,,Year,16769,60450,22419,30,49,2015.0
2015-03-13,,Year,16485,60450,8260,286,133,2015.0
2015-03-14,,Year,13564,60450,11041,108,242,2015.0
2015-03-15,,Year,12396,60450,6329,370,301,2015.0
2015-03-16,,Year,15475,60450,22730,112,211,2015.0
2015-03-17,,Year,16860,60450,19849,326,42,2015.0
2015-03-18,,Year,11492,60450,10410,305,138,2015.0
2015-03-19,,Year,16354,60450,19548,94,23,2015.0
2015-03-20,,Year,13084,60450,12518,330,98,2015.0
2015-03-21,,Year,12098,60450,6354,290,78,2015.0
2015-03-22,,Year,16815,60450,21426,375,295,2015.0
2015-03-23,,Year,15995,60450,11033,295,169,2015.0
2015-03-24,,Year,14642,60450,19291,46,46,2015.0
2015-03-25,,Year,12889,60450,19053,120,268,2015.0
2015-03-26,,Year,13434,60450,11416,98,208,2015.0
2015-03-27,,Year,14394,60450,20109,253,290,2015.0
2015-03-28,,Year,16318,60450,17987,305,143,2015.0
2015-03-29,,Year,11413,60450,7083,281,344,2015.0
2015-03-30,,Year,12452,60450,11271,283,82,2015.0
2015-03-31,,Year,14419,60450,21223,360,249,2015.0
2015-04-01,,Year,16036,60450,18176,314,271,2015.0
2015-04-02,,Year,13737,60450,10974,316,298,2015.0
2015-04-03,,Year,13524,60450,14303,329,211,2015.0
2015-04-04,,Year,14473,60450,7979,235,109,2015.0
2015-04-05,,Year,14169,60450,12253,100,225,2015.0
2015-04-06,,Year,14608,60450,8890,319,269,2015.0
2015-04-07,,Year,13497,60450,6775,58,18,2015.0
2015-04-08,,Year,11393,60450,8044,175,290,2015.0
2015-04-09,,Year,11561,60450,11200,288,116,2015.0
2015-04-10,,Year,13629,60450,15567,228,173,2015.0
2015-04-11,,Year,14222,60450,20003,249,113,2015.0
2015-04-12,,Year,15061,60450,8941,24,199,2015.0
2015-04-13,,Year,16657,60450,22171,153,248,2015.0
2015-04-14,,Year,13828,60450,13307,66,81,2015.0
2015-04-15,,Year,12990,60450,8847,71,203,2015.0
2015-04-16,,Year,12072,60450,9973,324,140,2015.0
2015-04-17,,Year,11779,60450,15166,203,298,2015.0
2015-04-18,,Year,12948,60450,14297,314,223,2015.0
2015-04-19,,Year,12268,60450,16837,101,108,2015.0
2015-04-20,,Year,11468,60450,14036,390,44,2015.0
2015-04-21,,Year,13983,60450,12056,368,91,2015.0
2015-04-22,,Year,12298,60450,6818,384,265,2015.0
2015-04-23,,Year,12505,60450,12439,95,304,2015.0
2015-04-24,,Year,12306,60450,16672,95,66,2015.0
2015-04-25,,Year,13970,60450,15626,80,266,2015.0
2015-04-26,,Year,11683,60450,5952,177,298,2015.0
2015-04-27,,Year,15638,60450,21034,178,74,2015.0
2015-04-28,,Year,14680,60450,12916,277,270,2015.0
2015-04-29,,Year,16805,60450,23094,169,233,2015.0
2015-04-30,,Year,13457,60450,16105,197,32,2015.0
2015-05-01,,Year,16552,60450,18419,370,302,2015.0
2015-05-02,,Year,14740,60450,13360,57,216,2015.0
2015-05-03,,Year,12950,60450,16199,383,178,2015.0
2015-05-04,,Year,11671,60450,16737,34,207,2015.0
2015-05-05,,Year,13445,60450,15477,241,54,2015.0
2015-05-06,,Year,16650,60450,14197,224,94,2015.0
2015-05-07,,Year,14333,60450,14979,153,26,2015.0
2015-05-08,,Year,15270,60450,9392,51,159,2015.0
2015-05-09,,Year,14811,60450,20860,178,33,2015.0
2015-05-10,,Year,14908,60450,21082,121,157,2015.0
2015-05-11,,Year,12912,60450,9591,69,50,2015.0
2015-05-12,,Year,11849,60450,6259,329,264,2015.0
2015-05-13,,Year,15485,60450,21578,122,263,2015.0
2015-05-14,,Year,15126,60450,9543,311,196,2015.0
2015-05-15,,Year,12627,60450,10043,191,287,2015.0
2015-05-16,,Year,12591,60450,18134,359,129,2015.0
2015-05-17,,Year,15367,60450,9394,166,160,2015.0
2015-05-18,,Year,14350,60450,16948,149,20,2015.0
2015-05-19,,Year,15548,60450,11511,45,276,2015.0
2015-05-20,,Year,13935,60450,11444,201,54,2015.0
2015-05-21,,Year,13169,60450,16284,249,95,2015.0
2015-05-22,,Year,15547,60450,21672,286,205,2015.0
2015-05-23,,Year,16543,60450,23525,378,320,2015.0
2015-05-24,,Year,13248,60450,18460,157,213,2015.0
2015-05-25,,Year,16808,60450,11748,20,65,2015.0
2015-05-26,,Year,13805,60450,20568,125,264,2015.0
2015-05-27,,Year,15030,60450,18896,331,331,2015.0
2015-05-28,,Year,16281,60450,18764,277,172,2015.0
2015-05-29,,Year,15863,60450,17590,119,348,2015.0
2015-05-30,,Year,14360,60450,20164,220,212,2015.0
2015-05-31,,Year,12850,60450,13994,378,350,2015.0
2015-06-01,,Year,13317,60450,16212,331,125,2015.0
2015-06-02,,Year,15861,60450,12201,176,84,2015.0
2015-06-03,,Year,13018,60450,15613,310,82,2015.0
2015-06-04,,Year,13468,60450,19466,247,16,2015.0
2015-06-05,,Year,15708,60450,13290,222,194,2015.0
2015-06-06,,Year,11827,60450,16912,197,339,2015.0
2015-06-07,,Year,13273,60450,9785,132,105,2015.0
2015-06-08,,Year,14869,60450,7738,209,250,2015.0
2015-06-09,,Year,13409,60450,19436,31,79,2015.0
2015-06-10,,Year,14451,60450,12313,291,184,2015.0
2015-06-11,,Year,13337,60450,17803,231,281,2015.0
2015-06-12,,Year,14771,60450,17672,384,16,2015.0
2015-06-13,,Year,15365,60450,12665,357,344,2015.0
2015-06-14,,Year,13459,60450,17639,100,156,2015.0
2015-06-15,,Year,14504,60450,15188,82,231,2015.0
2015-06-16,,Year,12335,60450,14374,145,325,2015.0
2015-06-17,,Year,16166,60450,14181,151,48,2015.0
2015-06-18,,Year,16179,60450,13290,196,191,2015.0
2015-06-19,,Year,12497,60450,14279,356,210,2015.0
2015-06-20,,Year,12861,60450,7324,162,64,2015.0
2015-06-21,,Year,13258,60450,15401,45,145,2015.0
2015-06-22,,Year,15620,60450,8568,33,97,2015.0
2015-06-23,,Year,12610,60450,6425,215,106,2015.0
2015-06-24,,Year,13250,60450,13152,137,136,2015.0
2015-06-25,,Year,14955,60450,17102,310,171,2015.0
2015-06-26,,Year,13735,60450,19796,337,140,2015.0
2015-06-27,,Year,16227,60450,8741,287,90,2015.0
2015-06-28,,Year,13643,60450,8721,58,43,2015.0
2015-06-29,,Year,16529,60450,21435,335,221,2015.0
2015-06-30,,Year,12013,60450,17352,390,170,2015.0
2015-07-01,,Year,15206,60450,11880,226,131,2015.0
2015-07-02,,Year,12552,60450,17912,304,28,2015.0
2015-07-03,,Year,13950,60450,7744,23,243,2015.0
2015-07-04,,Year,16340,60450,11765,303,107,2015.0
2015-07-05,,Year,16411,60450,17471,375,98,2015.0
2015-07-06,,Year,14383,60450,19443,34,305,2015.0
2015-07-07,,Year,15519,60450,20712,11,176,2015.0
2015-07-08,,Year,15363,60450,17332,170,19,2015.0
2015-07-09,,Year,15783,60450,19914,318,112,2015.0
2015-07-10,,Year,15094,60450,17621,360,142,2015.0
2015-07-11,,Year,13799,60450,12502,136,51,2015.0
2015-07-12,,Year,11610,60450,11665,347,290,2015.0
2015-07-13,,Year,14893,60450,21931,131,289,2015.0
2015-07-14,,Year,13811,60450,17760,321,221,2015.0
2015-07-15,,Year,15797,60450,14079,302,137,2015.0
2015-07-16,,Year,15178,60450,21296,232,43,2015.0
2015-07-17,,Year,11863,60450,14573,400,340,2015.0
2015-07-18,,Year,12976,60450,15549,359,88,2015.0
2015-07-19,,Year,13362,60450,13796,83,327,2015.0
2015-07-20,,Year,16045,60450,14464,221,85,2015.0
2015-07-21,,Year,12563,60450,14897,34,333,2015.0
2015-07-22,,Year,14371,60450,18375,328,281,2015.0
2015-07-23,,Year,16128,60450,23311,293,119,2015.0
2015-07-24,,Year,14091,60450,17439,381,111,2015.0
2015-07-25,,Year,13068,60450,9616,315,278,2015.0
2015-07-26,,Year,12236,60450,16107,253,43,2015.0
2015-07-27,,Year,12468,60450,8313,201,251,2015.0
2015-07-28,,Year,14250,60450,18900,115,334,2015.0
2015-07-29,,Year,11623,60450,11721,316,25,2015.0
2015-07-30,,Year,15068,60450,11885,326,206,2015.0
2015-07-31,,Year,13702,60450,7822,145,15,2015.0
2015-08-01,,Year,12490,60450,12181,103,245,2015.0
2015-08-02,,Year,11616,60450,15687,120,315,2015.0
2015-08-03,,Year,14481,60450,13571,74,179,2015.0
2015-08-04,,Year,12740,60450,10134,71,182,2015.0
2015-08-05,,Year,14787,60450,16363,349,92,2015.0
2015-08-06,,Year,11775,60450,7975,161,264,2015.0
2015-08-07,,Year,14898,60450,9880,18,270,2015.0
2015-08-08,,Year,14983,60450,7655,219,29,2015.0
2015-08-09,,Year,12935,60450,17684,151,238,2015.0
2015-08-10,,Year,15742,60450,12372,161,231,2015.0
2015-08-11,,Year,15967,60450,22563,366,273,2015.0
2015-08-12,,Year,14874,60450,8545,61,334,2015.0
2015-08-13,,Year,14465,60450,18265,156,348,2015.0
2015-08-14,,Year,12038,60450,10071,138,83,2015.0
2015-08-15,,Year,12491,60450,8052,336,81,2015.0
2015-08-16,,Year,16636,60450,11091,151,177,2015.0
2015-08-17,,Year,16714,60450,17176,289,204,2015.0
2015-08-18,,Year,13968,60450,7853,343,307,2015.0
2015-08-19,,Year,11418,60450,8546,46,82,2015.0
2015-08-20,,Year,15829,60450,9251,362,252,2015.0
2015-08-21,,Year,13732,60450,10495,368,139,2015.0
2015-08-22,,Year,16905,60450,14625,286,19,2015.0
2015-08-23,,Year,14586,60450,9867,63,198,2015.0
2015-08-24,,Year,14020,60450,13717,373,22,2015.0
2015-08-25,,Year,15401,60450,21005,164,62,2015.0
2015-08-26,,Year,16643,60450,16868,65,177,2015.0
2015-08-27,,Year,12726,60450,9161,251,24,2015.0
2015-08-28,,Year,15158,60450,17392,55,186,2015.0
2015-08-29,,Year,16606,60450,19085,299,314,2015.0
2015-08-30,,Year,15377,60450,13459,173,114,2015.0
2015-08-31,,Year,13079,60450,7059,69,308,2015.0
2015-09-01,,Year,13739,60450,13980,136,225,2015.0
2015-09-02,,Year,13908,60450,8501,111,115,2015.0
2015-09-03,,Year,13704,60450,11967,217,208,2015.0
2015-09-04,,Year,14739,60450,10620,152,269,2015.0
2015-09-05,,Year,15957,60450,8034,110,293,2015.0
2015-09-06,,Year,12517,60450,6459,224,297,2015.0
2015-09-07,,Year,13398,60450,19828,250,30,2015.0
2015-09-08,,Year,12183,60450,17063,388,140,2015.0
2015-09-09,,Year,15735,60450,13584,272,171,2015.0
2015-09-10,,Year,13516,60450,15589,54,213,2015.0
2015-09-11,,Year,11861,60450,9652,280,324,2015.0
2015-09-12,,Year,16494,60450,20060,270,63,2015.0
2015-09-13,,Year,12704,60450,15237,239,166,2015.0
2015-09-14,,Year,15963,60450,8522,316,235,2015.0
2015-09-15,,Year,12578,60450,18391,217,22,2015.0
2015-09-16,,Year,12579,60450,9586,221,15,2015.0
2015-09-17,,Year,11363,60450,15366,168,24,2015.0
2015-09-18,,Year,15321,60450,14273,106,106,2015.0
2015-09-19,,Year,14416,60450,20726,266,119,2015.0
2015-09-20,,Year,13042,60450,15867,286,311,2015.0
2015-09-21,,Year,15814,60450,10136,358,252,2015.0
2015-09-22,,Year,13570,60450,11371,323,327,2015.0
2015-09-23,,Year,13954,60450,15787,136,315,2015.0
2015-09-24,,Year,12088,60450,18086,208,95,2015.0
2015-09-25,,Year,12795,60450,16207,232,115,2015.0
2015-09-26,,Year,15123,60450,13171,57,136,2015.0
2015-09-27,,Year,13415,60450,17410,302,304,2015.0
2015-09-28,,Year,16570,60450,17655,54,36,2015.0
2015-09-29,,Year,15022,60450,10537,103,44,2015.0
2015-09-30,,Year,12509,60450,17048,143,177,2015.0
2015-10-01,,Year,16869,60450,9933,29,302,2015.0
2015-10-02,,Year,15665,60450,21471,166,264,2015.0
2015-10-03,,Year,13340,60450,8874,182,75,2015.0
2015-10-04,,Year,16242,60450,18767,392,31,2015.0
2015-10-05,,Year,13218,60450,10437,239,289,2015.0
2015-10-06,,Year,12830,60450,12948,340,65,2015.0
2015-10-07,,Year,14513,60450,8237,374,39,2015.0
2015-10-08,,Year,15980,60450,20160,334,281,2015.0
2015-10-09,,Year,15984,60450,11169,300,26,2015.0
2015-10-10,,Year,16627,60450,24434,340,262,2015.0
2015-10-11,,Year,14012,60450,7706,116,176,2015.0
2015-10-12,,Year,12364,60450,12936,394,82,2015.0
2015-10-13,,Year,13206,60450,13051,191,170,2015.0
2015-10-14,,Year,11417,60450,12530,358,316,2015.0
2015-10-15,,Year,12535,60450,10639,231,113,2015.0
2015-10-16,,Year,16677,60450,10372,194,23,2015.0
2015-10-17,,Year,15837,60450,21430,172,156,2015.0
2015-10-18,,Year,12032,60450,9906,36,299,2015.0
2015-10-19,,Year,12094,60450,6440,354,258,2015.0
2015-10-20,,Year,13166,60450,13935,137,294,2015.0
2015-10-21,,Year,12069,60450,13688,62,243,2015.0
2015-10-22,,Year,16578,60450,15330,109,170,2015.0
2015-10-23,,Year,11507,60450,12752,64,158,2015.0
2015-10-24,,Year,11566,60450,8233,75,328,2015.0
2015-10-25,,Year,16416,60450,14021,278,16,2015.0
2015-10-26,,Year,12877,60450,10015,269,164,2015.0
2015-10-27,,Year,12009,60450,12221,280,258,2015.0
2015-10-28,,Year,14015,60450,7849,300,72,2015.0
2015-10-29,,Year,11816,60450,13451,275,185,2015.0
2015-10-30,,Year,13247,60450,9602,316,20,2015.0
2015-10-31,,Year,16411,60450,23293,328,258,2015.0
2015-11-01,,Year,16340,60450,8464,51,87,2015.0
2015-11-02,,Year,12290,60450,13322,59,283,2015.0
2015-11-03,,Year,15604,60450,17243,355,289,2015.0
2015-11-04,,Year,13726,60450,13879,373,310,2015.0
2015-11-05,,Year,15086,60450,19496,219,137,2015.0
2015-11-06,,Year,14407,60450,14721,63,27,2015.0
2015-11-07,,Year,13810,60450,14190,165,120,2015.0
2015-11-08,,Year,16094,60450,8664,173,263,2015.0
2015-11-09,,Year,15773,60450,18582,330,74,2015.0
2015-11-10,,Year,15219,60450,17824,67,22,2015.0
2015-11-11,,Year,12319,60450,16130,172,258,2015.0
2015-11-12,,Year,15048,60450,18849,13,326,2015.0
2015-11-13,,Year,11835,60450,6149,303,132,2015.0
2015-11-14,,Year,11684,60450,11652,297,308,2015.0
2015-11-15,,Year,13772,60450,10821,223,308,2015.0
2015-11-16,,Year,11311,60450,7806,127,254,2015.0
2015-11-17,,Year,15110,60450,19423,243,263,2015.0
2015-11-18,,Year,16464,60450,21286,236,339,2015.0
2015-11-19,,Year,15559,60450,9437,255,95,2015.0
2015-11-20,,Year,14667,60450,10946,372,226,2015.0
2015-11-21,,Year,13909,60450,7500,316,98,2015.0
2015-11-22,,Year,14066,60450,10438,147,207,2015.0
2015-11-23,,Year,16013,60450,13497,112,258,2015.0
2015-11-24,,Year,16647,60450,14425,200,140,2015.0
2015-11-25,,Year,16750,60450,20521,72,278,2015.0
2015-11-26,,Year,12122,60450,6785,207,144,2015.0
2015-11-27,,Year,13482,60450,9438,45,327,2015.0
2015-11-28,,Year,13373,60450,14031,226,83,2015.0
2015-11-29,,Year,15621,60450,14458,311,324,2015.0
2015-11-30,,Year,12884,60450,11956,286,349,2015.0
2015-12-01,,Year,13534,60450,8199,309,178,2015.0
2015-12-02,,Year,11757,60450,8028,289,152,2015.0
2015-12-03,,Year,15682,60450,9856,253,97,2015.0
2015-12-04,,Year,12582,60450,18379,327,88,2015.0
2015-12-05,,Year,16166,60450,16377,92,118,2015.0
2015-12-06,,Year,14131,60450,7884,111,310,2015.0
2015-12-07,,Year,15639,60450,16832,188,106,2015.0
2015-12-08,,Year,12030,60450,8728,180,241,2015.0
2015-12-09,,Year,16122,60450,21009,132,256,2015.0
2015-12-10,,Year,15824,60450,18287,59,38,2015.0
2015-12-11,,Year,14096,60450,13262,296,247,2015.0
2015-12-12,,Year,15084,60450,17692,212,308,2015.0
2015-12-13,,Year,14628,60450,19161,232,294,2015.0
2015-12-14,,Year,15224,60450,12377,377,262,2015.0
2015-12-15,,Year,15659,60450,22955,11,317,2015.0
2015-12-16,,Year,16867,60450,9820,258,108,2015.0
2015-12-17,,Year,15025,60450,11306,206,37,2015.0
2015-12-18,,Year,14779,60450,9668,146,95,2015.0
2015-12-19,,Year,11593,60450,13803,236,162,2015.0
2015-12-20,,Year,14050,60450,8453,313,192,2015.0
2015-12-21,,Year,12689,60450,12582,105,107,2015.0
2015-12-22,,Year,14190,60450,20799,148,15,2015.0
2015-12-23,,Year,15531,60450,22704,199,307,2015.0
2015-12-24,,Year,12523,60450,14210,325,139,2015.0
2015-12-25,,Year,12183,60450,8793,130,299,2015.0
2015-12-26,,Year,14152,60450,14082,343,94,2015.0
2015-12-27,,Year,14174,60450,10195,399,132,2015.0
2015-12-28,,Year,14124,60450,13234,254,120,2015.0
2015-12-29,,Year,15091,60450,10907,347,104,2015.0
2015-12-30,,Year,15955,60450,10674,390,169,2015.0
2015-12-31,,Year,15337,60450,9794,263,216,2015.0
2016-01-01,,Year,11341,60480,16051,297,255,2016.0
2016-01-02,,Year,11865,60480,7343,213,171,2016.0
2016-01-03,,Year,12224,60480,6661,64,281,2016.0
2016-01-04,,Year,14809,60480,12049,166,174,2016.0
2016-01-05,,Year,15894,60480,14584,116,300,2016.0
2016-01-06,,Year,12219,60480,17580,128,102,2016.0
2016-01-07,,Year,12004,60480,7708,139,135,2016.0
2016-01-08,,Year,13009,60480,18510,110,164,2016.0
2016-01-09,,Year,13072,60480,17264,221,220,2016.0
2016-01-10,,Year,14892,60480,11218,30,103,2016.0
2016-01-11,,Year,13167,60480,18442,178,138,2016.0
2016-01-12,,Year,15995,60480,21796,345,349,2016.0
2016-01-13,,Year,15475,60480,13709,281,335,2016.0
2016-01-14,,Year,12655,60480,8647,306,290,2016.0
2016-01-15,,Year,12541,60480,11276,206,302,2016.0
2016-01-16,,Year,15280,60480,13095,360,317,2016.0
2016-01-17,,Year,16210,60480,11655,259,241,2016.0
2016-01-18,,Year,14215,60480,13046,153,288,2016.0
2016-01-19,,Year,14529,60480,10406,98,350,2016.0
2016-01-20,,Year,16400,60480,8921,87,142,2016.0
2016-01-21,,Year,15391,60480,8223,188,36,2016.0
2016-01-22,,Year,16656,60480,10902,347,349,2016.0
2016-01-23,,Year,16689,60480,14887,63,340,2016.0
2016-01-24,,Year,13870,60480,20049,259,200,2016.0
2016-01-25,,Year,12508,60480,7329,222,72,2016.0
2016-01-26,,Year,14534,60480,14397,262,60,2016.0
2016-01-27,,Year,16852,60480,10111,390,162,2016.0
2016-01-28,,Year,14014,60480,13742,114,154,2016.0
2016-01-29,,Year,13937,60480,10905,140,197,2016.0
2016-01-30,,Year,11475,60480,12796,40,214,2016.0
2016-01-31,,Year,14209,60480,8467,282,116,2016.0
2016-02-01,,Year,15230,60480,20945,258,293,2016.0
2016-02-02,,Year,13354,60480,8242,346,251,2016.0
2016-02-03,,Year,14762,60480,15135,69,32,2016.0
2016-02-04,,Year,13475,60480,15949,168,266,2016.0
2016-02-05,,Year,11848,60480,10602,203,291,2016.0
2016-02-06,,Year,14652,60480,10369,136,144,2016.0
2016-02-07,,Year,11744,60480,7682,310,80,2016.0
2016-02-08,,Year,16001,60480,19412,210,345,2016.0
